74.668958  	0.455861 
77.613366  	0.551420 
84.293547  	0.548266 
83.679023  	0.449074 
82.150374  	0.461666 
82.978817  	0.360147 
83.219053  	0.339689 
83.389051  	0.333485 
83.739994  	0.306850 
83.876902  	0.298185 
83.852175  	0.308185 
83.988982  	0.277434 
83.923841  	0.283646 
83.908090  	0.294057 
84.117609  	0.270393 
83.987523  	0.274392 
84.094645  	0.271462 
83.755923  	0.306482 
83.987145  	0.287470 
84.022864  	0.277908 
83.911063  	0.269051 
84.102679  	0.267296 
84.003531  	0.288358 
84.040281  	0.254646 
84.347635  	0.254869 
84.366908  	0.264746 
83.687393  	0.301850 
83.610125  	0.295081 
83.687660  	0.308305 
83.643526  	0.300939 
83.937743  	0.310658 
83.314536  	0.317087 
83.672654  	0.317615 
83.784143  	0.306495 
83.793297  	0.311641 
83.742710  	0.323351 
83.617946  	0.329415 
83.760482  	0.297673 
83.635008  	0.310645 
83.562481  	0.328394 
83.629292  	0.341013 
83.614806  	0.322122 
83.706629  	0.317070 
83.816473  	0.291804 
84.328452  	0.267294 
84.146862  	0.288374 
83.665005  	0.325339 
84.221714  	0.251982 
84.105151  	0.243062 
84.077750  	0.261212 
84.105990  	0.241187 
83.864977  	0.268802 
83.814602  	0.299422 
83.542198  	0.283284 
83.628356  	0.293325 
83.954481  	0.303614 
84.003188  	0.312437 
83.595778  	0.306621 
83.611528  	0.309516 
83.744915  	0.327104 
84.222380  	0.264938 
84.185704  	0.304415 
83.790961  	0.295684 
83.271990  	0.327075 
83.857851  	0.322416 
83.656008  	0.309629 
83.485635  	0.325862 
83.520912  	0.299606 
83.848020  	0.289850 
84.078225  	0.268899 
83.937045  	0.278972 
83.932455  	0.278302 
83.290592  	0.294168 
84.093552  	0.309838 
84.142358  	0.258552 
84.191389  	0.273614 
83.713552  	0.309291 
83.879614  	0.280506 
83.948590  	0.293979 
83.888027  	0.309429 
83.570015  	0.300803 
83.702734  	0.285322 
83.461560  	0.310146 
83.876589  	0.296390 
84.013722  	0.294842 
83.936826  	0.277492 
84.055102  	0.283870 
84.259163  	0.275173 
84.210378  	0.233772 
84.068301  	0.269259 
84.180384  	0.277382 
83.995986  	0.294752 
83.770479  	0.307154 
83.848411  	0.310638 
83.930430  	0.291938 
